Year,Marital status of mother,Age class of mother,Sex of child,Birth order,Age class of father,Count
2005,Other,25-29 years,Girl,First child,25-29 years,0
2005,Other,30-34 years,Girl,First child,25-29 years,0
2005,Other,35-39 years,Girl,First child,25-29 years,0
2005,Other,40-44 years,Girl,First child,25-29 years,0
2005,Other,45-49 years,Girl,First child,25-29 years,0
2005,Other,50 years or older,Girl,First child,25-29 years,0
2005,Married,Less than 20 years,Girl,Second child,25-29 years,1
2005,Married,20-24 years,Girl,Second child,25-29 years,335
2005,Married,25-29 years,Girl,Second child,25-29 years,870
2005,Married,30-34 years,Girl,Second child,25-29 years,206
2005,Married,35-39 years,Girl,Second child,25-29 years,41
2005,Married,40-44 years,Girl,Second child,25-29 years,4
2005,Married,45-49 years,Girl,Second child,25-29 years,0
2005,Married,50 years or older,Girl,Second child,25-29 years,0
2005,Other,Less than 20 years,Girl,Second child,25-29 years,0
2005,Other,20-24 years,Girl,Second child,25-29 years,0
2005,Other,25-29 years,Girl,Second child,25-29 years,0
2005,Other,30-34 years,Girl,Second child,25-29 years,0
2005,Other,35-39 years,Girl,Second child,25-29 years,0
2005,Other,40-44 years,Girl,Second child,25-29 years,0
2005,Other,45-49 years,Girl,Second child,25-29 years,0
2005,Other,50 years or older,Girl,Second child,25-29 years,0
2005,Married,Less than 20 years,Girl,Third child,25-29 years,0
2005,Married,20-24 years,Girl,Third child,25-29 years,41
2005,Married,25-29 years,Girl,Third child,25-29 years,150
2005,Married,30-34 years,Girl,Third child,25-29 years,49
2005,Married,35-39 years,Girl,Third child,25-29 years,8
2005,Married,40-44 years,Girl,Third child,25-29 years,2
2005,Married,45-49 years,Girl,Third child,25-29 years,0
2005,Married,50 years or older,Girl,Third child,25-29 years,0
2005,Other,Less than 20 years,Girl,Third child,25-29 years,0
2005,Other,20-24 years,Girl,Third child,25-29 years,0
2005,Other,25-29 years,Girl,Third child,25-29 years,0
2005,Other,30-34 years,Girl,Third child,25-29 years,0
2005,Other,35-39 years,Girl,Third child,25-29 years,0
2005,Other,40-44 years,Girl,Third child,25-29 years,0
2005,Other,45-49 years,Girl,Third child,25-29 years,0
2005,Other,50 years or older,Girl,Third child,25-29 years,0
2005,Married,Less than 20 years,Girl,Forth child or more,25-29 years,0
2005,Married,20-24 years,Girl,Forth child or more,25-29 years,2
2005,Married,25-29 years,Girl,Forth child or more,25-29 years,28
2005,Married,30-34 years,Girl,Forth child or more,25-29 years,9
2005,Married,35-39 years,Girl,Forth child or more,25-29 years,3
2005,Married,40-44 years,Girl,Forth child or more,25-29 years,0
2005,Married,45-49 years,Girl,Forth child or more,25-29 years,0
2005,Married,50 years or older,Girl,Forth child or more,25-29 years,0
2005,Other,Less than 20 years,Girl,Forth child or more,25-29 years,0
2005,Other,20-24 years,Girl,Forth child or more,25-29 years,0
2005,Other,25-29 years,Girl,Forth child or more,25-29 years,0
2005,Other,30-34 years,Girl,Forth child or more,25-29 years,0
2005,Other,35-39 years,Girl,Forth child or more,25-29 years,0
2005,Other,40-44 years,Girl,Forth child or more,25-29 years,0
2005,Other,45-49 years,Girl,Forth child or more,25-29 years,0
2005,Other,50 years or older,Girl,Forth child or more,25-29 years,0
2005,Married,Less than 20 years,Girl,Mother not married,25-29 years,0
2005,Married,20-24 years,Girl,Mother not married,25-29 years,0
2005,Married,25-29 years,Girl,Mother not married,25-29 years,0
2005,Married,30-34 years,Girl,Mother not married,25-29 years,0
2005,Married,35-39 years,Girl,Mother not married,25-29 years,0
2005,Married,40-44 years,Girl,Mother not married,25-29 years,0
2005,Married,45-49 years,Girl,Mother not married,25-29 years,0
2005,Married,50 years or older,Girl,Mother not married,25-29 years,0
2005,Other,Less than 20 years,Girl,Mother not married,25-29 years,0
2005,Other,20-24 years,Girl,Mother not married,25-29 years,0
2005,Other,25-29 years,Girl,Mother not married,25-29 years,0
2005,Other,30-34 years,Girl,Mother not married,25-29 years,0
2005,Other,35-39 years,Girl,Mother not married,25-29 years,0
2005,Other,40-44 years,Girl,Mother not married,25-29 years,0
2005,Other,45-49 years,Girl,Mother not married,25-29 years,0
2005,Other,50 years or older,Girl,Mother not married,25-29 years,0
2006,Married,Less than 20 years,Boy,First child,25-29 years,32
2006,Married,20-24 years,Boy,First child,25-29 years,1002
2006,Married,25-29 years,Boy,First child,25-29 years,1677
2006,Married,30-34 years,Boy,First child,25-29 years,446
2006,Married,35-39 years,Boy,First child,25-29 years,78
2006,Married,40-44 years,Boy,First child,25-29 years,16
2006,Married,45-49 years,Boy,First child,25-29 years,2
2006,Married,50 years or older,Boy,First child,25-29 years,0
2006,Other,Less than 20 years,Boy,First child,25-29 years,0
2006,Other,20-24 years,Boy,First child,25-29 years,0
2006,Other,25-29 years,Boy,First child,25-29 years,0
2006,Other,30-34 years,Boy,First child,25-29 years,0
2006,Other,35-39 years,Boy,First child,25-29 years,0
2006,Other,40-44 years,Boy,First child,25-29 years,0
2006,Other,45-49 years,Boy,First child,25-29 years,0
2006,Other,50 years or older,Boy,First child,25-29 years,0
2006,Married,Less than 20 years,Boy,Second child,25-29 years,1
2006,Married,20-24 years,Boy,Second child,25-29 years,371
2006,Married,25-29 years,Boy,Second child,25-29 years,950
2006,Married,30-34 years,Boy,Second child,25-29 years,243
2006,Married,35-39 years,Boy,Second child,25-29 years,44
2006,Married,40-44 years,Boy,Second child,25-29 years,3
2006,Married,45-49 years,Boy,Second child,25-29 years,1
2006,Married,50 years or older,Boy,Second child,25-29 years,0
2006,Other,Less than 20 years,Boy,Second child,25-29 years,0
2006,Other,20-24 years,Boy,Second child,25-29 years,0
2006,Other,25-29 years,Boy,Second child,25-29 years,0
2006,Other,30-34 years,Boy,Second child,25-29 years,0
2006,Other,35-39 years,Boy,Second child,25-29 years,0
2006,Other,40-44 years,Boy,Second child,25-29 years,0
2006,Other,45-49 years,Boy,Second child,25-29 years,0
2006,Other,50 years or older,Boy,Second child,25-29 years,0
2006,Married,Less than 20 years,Boy,Third child,25-29 years,0
2006,Married,20-24 years,Boy,Third child,25-29 years,25
2006,Married,25-29 years,Boy,Third child,25-29 years,170
2006,Married,30-34 years,Boy,Third child,25-29 years,45
2006,Married,35-39 years,Boy,Third child,25-29 years,7
2006,Married,40-44 years,Boy,Third child,25-29 years,0
2006,Married,45-49 years,Boy,Third child,25-29 years,0
2006,Married,50 years or older,Boy,Third child,25-29 years,0
2006,Other,Less than 20 years,Boy,Third child,25-29 years,0
2006,Other,20-24 years,Boy,Third child,25-29 years,0
2006,Other,25-29 years,Boy,Third child,25-29 years,0
2006,Other,30-34 years,Boy,Third child,25-29 years,0
2006,Other,35-39 years,Boy,Third child,25-29 years,0
2006,Other,40-44 years,Boy,Third child,25-29 years,0
2006,Other,45-49 years,Boy,Third child,25-29 years,0
2006,Other,50 years or older,Boy,Third child,25-29 years,0
2006,Married,Less than 20 years,Boy,Forth child or more,25-29 years,0
2006,Married,20-24 years,Boy,Forth child or more,25-29 years,2
2006,Married,25-29 years,Boy,Forth child or more,25-29 years,22
2006,Married,30-34 years,Boy,Forth child or more,25-29 years,9
2006,Married,35-39 years,Boy,Forth child or more,25-29 years,0
2006,Married,40-44 years,Boy,Forth child or more,25-29 years,0
2006,Married,45-49 years,Boy,Forth child or more,25-29 years,0
2006,Married,50 years or older,Boy,Forth child or more,25-29 years,0
2006,Other,Less than 20 years,Boy,Forth child or more,25-29 years,0
2006,Other,20-24 years,Boy,Forth child or more,25-29 years,0
2006,Other,25-29 years,Boy,Forth child or more,25-29 years,0
2006,Other,30-34 years,Boy,Forth child or more,25-29 years,0
2006,Other,35-39 years,Boy,Forth child or more,25-29 years,0
2006,Other,40-44 years,Boy,Forth child or more,25-29 years,0
2006,Other,45-49 years,Boy,Forth child or more,25-29 years,0
2006,Other,50 years or older,Boy,Forth child or more,25-29 years,0
2006,Married,Less than 20 years,Boy,Mother not married,25-29 years,0
2006,Married,20-24 years,Boy,Mother not married,25-29 years,0
2006,Married,25-29 years,Boy,Mother not married,25-29 years,0
2006,Married,30-34 years,Boy,Mother not married,25-29 years,0
2006,Married,35-39 years,Boy,Mother not married,25-29 years,0
2006,Married,40-44 years,Boy,Mother not married,25-29 years,0
2006,Married,45-49 years,Boy,Mother not married,25-29 years,0
2006,Married,50 years or older,Boy,Mother not married,25-29 years,0
2006,Other,Less than 20 years,Boy,Mother not married,25-29 years,0
2006,Other,20-24 years,Boy,Mother not married,25-29 years,0
2006,Other,25-29 years,Boy,Mother not married,25-29 years,0
2006,Other,30-34 years,Boy,Mother not married,25-29 years,0
2006,Other,35-39 years,Boy,Mother not married,25-29 years,0
2006,Other,40-44 years,Boy,Mother not married,25-29 years,0
2006,Other,45-49 years,Boy,Mother not married,25-29 years,0
2006,Other,50 years or older,Boy,Mother not married,25-29 years,0
2006,Married,Less than 20 years,Girl,First child,25-29 years,35
2006,Married,20-24 years,Girl,First child,25-29 years,905
2006,Married,25-29 years,Girl,First child,25-29 years,1487
2006,Married,30-34 years,Girl,First child,25-29 years,447
2006,Married,35-39 years,Girl,First child,25-29 years,81
2006,Married,40-44 years,Girl,First child,25-29 years,9
2006,Married,45-49 years,Girl,First child,25-29 years,1
2006,Married,50 years or older,Girl,First child,25-29 years,0
2006,Other,Less than 20 years,Girl,First child,25-29 years,0
2006,Other,20-24 years,Girl,First child,25-29 years,0
2006,Other,25-29 years,Girl,First child,25-29 years,0
2006,Other,30-34 years,Girl,First child,25-29 years,0
2006,Other,35-39 years,Girl,First child,25-29 years,0
2006,Other,40-44 years,Girl,First child,25-29 years,0
2006,Other,45-49 years,Girl,First child,25-29 years,0
2006,Other,50 years or older,Girl,First child,25-29 years,0
2006,Married,Less than 20 years,Girl,Second child,25-29 years,5
2006,Married,20-24 years,Girl,Second child,25-29 years,349
2006,Married,25-29 years,Girl,Second child,25-29 years,903
2006,Married,30-34 years,Girl,Second child,25-29 years,244
2006,Married,35-39 years,Girl,Second child,25-29 years,33
2006,Married,40-44 years,Girl,Second child,25-29 years,6
2006,Married,45-49 years,Girl,Second child,25-29 years,0
2006,Married,50 years or older,Girl,Second child,25-29 years,0
2006,Other,Less than 20 years,Girl,Second child,25-29 years,0
2006,Other,20-24 years,Girl,Second child,25-29 years,0
2006,Other,25-29 years,Girl,Second child,25-29 years,0
2006,Other,30-34 years,Girl,Second child,25-29 years,0
2006,Other,35-39 years,Girl,Second child,25-29 years,0
2006,Other,40-44 years,Girl,Second child,25-29 years,0
2006,Other,45-49 years,Girl,Second child,25-29 years,0
2006,Other,50 years or older,Girl,Second child,25-29 years,0
2006,Married,Less than 20 years,Girl,Third child,25-29 years,0
2006,Married,20-24 years,Girl,Third child,25-29 years,34
2006,Married,25-29 years,Girl,Third child,25-29 years,143
2006,Married,30-34 years,Girl,Third child,25-29 years,47
2006,Married,35-39 years,Girl,Third child,25-29 years,4
2006,Married,40-44 years,Girl,Third child,25-29 years,0
2006,Married,45-49 years,Girl,Third child,25-29 years,0
2006,Married,50 years or older,Girl,Third child,25-29 years,0
2006,Other,Less than 20 years,Girl,Third child,25-29 years,0
2006,Other,20-24 years,Girl,Third child,25-29 years,0
2006,Other,25-29 years,Girl,Third child,25-29 years,0
2006,Other,30-34 years,Girl,Third child,25-29 years,0
2006,Other,35-39 years,Girl,Third child,25-29 years,0
2006,Other,40-44 years,Girl,Third child,25-29 years,0
2006,Other,45-49 years,Girl,Third child,25-29 years,0
2006,Other,50 years or older,Girl,Third child,25-29 years,0
2006,Married,Less than 20 years,Girl,Forth child or more,25-29 years,0
2006,Married,20-24 years,Girl,Forth child or more,25-29 years,3
2006,Married,25-29 years,Girl,Forth child or more,25-29 years,28
2006,Married,30-34 years,Girl,Forth child or more,25-29 years,7
2006,Married,35-39 years,Girl,Forth child or more,25-29 years,0
2006,Married,40-44 years,Girl,Forth child or more,25-29 years,0
2006,Married,45-49 years,Girl,Forth child or more,25-29 years,0
2006,Married,50 years or older,Girl,Forth child or more,25-29 years,0
2006,Other,Less than 20 years,Girl,Forth child or more,25-29 years,0
2006,Other,20-24 years,Girl,Forth child or more,25-29 years,0
2006,Other,25-29 years,Girl,Forth child or more,25-29 years,0
2006,Other,30-34 years,Girl,Forth child or more,25-29 years,0
2006,Other,35-39 years,Girl,Forth child or more,25-29 years,0
2006,Other,40-44 years,Girl,Forth child or more,25-29 years,0
2006,Other,45-49 years,Girl,Forth child or more,25-29 years,0
2006,Other,50 years or older,Girl,Forth child or more,25-29 years,0
2006,Married,Less than 20 years,Girl,Mother not married,25-29 years,0
2006,Married,20-24 years,Girl,Mother not married,25-29 years,0
2006,Married,25-29 years,Girl,Mother not married,25-29 years,0
2006,Married,30-34 years,Girl,Mother not married,25-29 years,0
2006,Married,35-39 years,Girl,Mother not married,25-29 years,0
2006,Married,40-44 years,Girl,Mother not married,25-29 years,0
2006,Married,45-49 years,Girl,Mother not married,25-29 years,0
2006,Married,50 years or older,Girl,Mother not married,25-29 years,0
2006,Other,Less than 20 years,Girl,Mother not married,25-29 years,0
2006,Other,20-24 years,Girl,Mother not married,25-29 years,0
2006,Other,25-29 years,Girl,Mother not married,25-29 years,0
2006,Other,30-34 years,Girl,Mother not married,25-29 years,0
2006,Other,35-39 years,Girl,Mother not married,25-29 years,0
2006,Other,40-44 years,Girl,Mother not married,25-29 years,0
2006,Other,45-49 years,Girl,Mother not married,25-29 years,0
2006,Other,50 years or older,Girl,Mother not married,25-29 years,0
2007,Married,Less than 20 years,Boy,First child,25-29 years,30
2007,Married,20-24 years,Boy,First child,25-29 years,923
2007,Married,25-29 years,Boy,First child,25-29 years,1712
2007,Married,30-34 years,Boy,First child,25-29 years,445
2007,Married,35-39 years,Boy,First child,25-29 years,71
2007,Married,40-44 years,Boy,First child,25-29 years,12
2007,Married,45-49 years,Boy,First child,25-29 years,2
2007,Married,50 years or older,Boy,First child,25-29 years,0
2007,Other,Less than 20 years,Boy,First child,25-29 years,0
2007,Other,20-24 years,Boy,First child,25-29 years,0
2007,Other,25-29 years,Boy,First child,25-29 years,0
2007,Other,30-34 years,Boy,First child,25-29 years,0
2007,Other,35-39 years,Boy,First child,25-29 years,0
2007,Other,40-44 years,Boy,First child,25-29 years,0
2007,Other,45-49 years,Boy,First child,25-29 years,0
2007,Other,50 years or older,Boy,First child,25-29 years,0
2007,Married,Less than 20 years,Boy,Second child,25-29 years,1
2007,Married,20-24 years,Boy,Second child,25-29 years,366
2007,Married,25-29 years,Boy,Second child,25-29 years,1002
2007,Married,30-34 years,Boy,Second child,25-29 years,253
2007,Married,35-39 years,Boy,Second child,25-29 years,54
2007,Married,40-44 years,Boy,Second child,25-29 years,6
2007,Married,45-49 years,Boy,Second child,25-29 years,0
2007,Married,50 years or older,Boy,Second child,25-29 years,0
2007,Other,Less than 20 years,Boy,Second child,25-29 years,0
2007,Other,20-24 years,Boy,Second child,25-29 years,0
2007,Other,25-29 years,Boy,Second child,25-29 years,0
2007,Other,30-34 years,Boy,Second child,25-29 years,0
2007,Other,35-39 years,Boy,Second child,25-29 years,0
2007,Other,40-44 years,Boy,Second child,25-29 years,0
2007,Other,45-49 years,Boy,Second child,25-29 years,0
2007,Other,50 years or older,Boy,Second child,25-29 years,0
2007,Married,Less than 20 years,Boy,Third child,25-29 years,0
2007,Married,20-24 years,Boy,Third child,25-29 years,31
2007,Married,25-29 years,Boy,Third child,25-29 years,148
2007,Married,30-34 years,Boy,Third child,25-29 years,32
2007,Married,35-39 years,Boy,Third child,25-29 years,2
2007,Married,40-44 years,Boy,Third child,25-29 years,0
2007,Married,45-49 years,Boy,Third child,25-29 years,0
2007,Married,50 years or older,Boy,Third child,25-29 years,0
2007,Other,Less than 20 years,Boy,Third child,25-29 years,0
2007,Other,20-24 years,Boy,Third child,25-29 years,0
2007,Other,25-29 years,Boy,Third child,25-29 years,0
2007,Other,30-34 years,Boy,Third child,25-29 years,0
2007,Other,35-39 years,Boy,Third child,25-29 years,0
2007,Other,40-44 years,Boy,Third child,25-29 years,0
2007,Other,45-49 years,Boy,Third child,25-29 years,0
2007,Other,50 years or older,Boy,Third child,25-29 years,0
